#miRNA	read_count	precursor	total	seq	seq(norm)
hsa-miR-4725-5p	2.00	hsa-mir-4725	2.00	2.00	0.12
hsa-miR-4725-3p	3.00	hsa-mir-4725	3.00	3.00	0.18
hsa-miR-4726-5p	8.00	hsa-mir-4726	8.00	8.00	0.49
hsa-miR-4726-3p	1.00	hsa-mir-4726	1.00	1.00	0.06
hsa-miR-4727-5p	0.00	hsa-mir-4727	0.00	0	0
hsa-miR-4727-3p	1.00	hsa-mir-4727	1.00	1.00	0.06
hsa-miR-4728-5p	1.00	hsa-mir-4728	1.00	1.00	0.06
hsa-miR-4728-3p	12.00	hsa-mir-4728	12.00	12.00	0.73
hsa-miR-4729	0.00	hsa-mir-4729	0.00	0	0
hsa-miR-4730	1.00	hsa-mir-4730	1.00	1.00	0.06
hsa-miR-4731-5p	5.00	hsa-mir-4731	5.00	5.00	0.30
hsa-miR-4731-3p	14.00	hsa-mir-4731	14.00	14.00	0.85
hsa-miR-4732-5p	0.00	hsa-mir-4732	0.00	0	0
hsa-miR-4732-3p	0.00	hsa-mir-4732	0.00	0	0
hsa-miR-4733-5p	1.00	hsa-mir-4733	1.00	1.00	0.06
hsa-miR-4733-3p	1.00	hsa-mir-4733	1.00	1.00	0.06
hsa-miR-4734	0.00	hsa-mir-4734	0.00	0	0
hsa-miR-4735-5p	2.00	hsa-mir-4735	2.00	2.00	0.12
hsa-miR-4735-3p	0.00	hsa-mir-4735	0.00	0	0
hsa-miR-4736	0.00	hsa-mir-4736	0.00	0	0
hsa-miR-4737	1.00	hsa-mir-4737	1.00	1.00	0.06
hsa-miR-4738-5p	0.00	hsa-mir-4738	0.00	0	0
hsa-miR-4738-3p	6.00	hsa-mir-4738	6.00	6.00	0.37
hsa-miR-4739	2.00	hsa-mir-4739	2.00	2.00	0.12
hsa-miR-4740-5p	2.00	hsa-mir-4740	2.00	2.00	0.12
hsa-miR-4740-3p	0.00	hsa-mir-4740	0.00	0	0
hsa-miR-4741	18.00	hsa-mir-4741	18.00	18.00	1.10
hsa-miR-4742-5p	8.00	hsa-mir-4742	8.00	8.00	0.49
hsa-miR-4742-3p	30.00	hsa-mir-4742	30.00	30.00	1.83
hsa-miR-4743-5p	1.00	hsa-mir-4743	1.00	1.00	0.06
hsa-miR-4743-3p	0.00	hsa-mir-4743	0.00	0	0
hsa-miR-4744	0.00	hsa-mir-4744	0.00	0	0
hsa-miR-4745-5p	87.00	hsa-mir-4745	87.00	87.00	5.31
hsa-miR-4745-3p	2.00	hsa-mir-4745	2.00	2.00	0.12
hsa-miR-4746-5p	297.00	hsa-mir-4746	297.00	297.00	18.11
hsa-miR-4746-3p	0.00	hsa-mir-4746	0.00	0	0
hsa-miR-4747-5p	0.00	hsa-mir-4747	0.00	0	0
hsa-miR-4747-3p	0.00	hsa-mir-4747	0.00	0	0
hsa-miR-4748	0.00	hsa-mir-4748	0.00	0	0
hsa-miR-4749-5p	2.00	hsa-mir-4749	2.00	2.00	0.12
hsa-miR-4749-3p	5.00	hsa-mir-4749	5.00	5.00	0.30
hsa-miR-4750-5p	4.00	hsa-mir-4750	4.00	4.00	0.24
hsa-miR-4750-3p	0.00	hsa-mir-4750	0.00	0	0
hsa-miR-4751	0.00	hsa-mir-4751	0.00	0	0
hsa-miR-4752	0.00	hsa-mir-4752	0.00	0	0
hsa-miR-4753-5p	2.00	hsa-mir-4753	2.00	2.00	0.12
hsa-miR-4753-3p	1.00	hsa-mir-4753	1.00	1.00	0.06
hsa-miR-4754	1.00	hsa-mir-4754	1.00	1.00	0.06
hsa-miR-4755-5p	3.00	hsa-mir-4755	3.00	3.00	0.18
hsa-miR-4755-3p	0.00	hsa-mir-4755	0.00	0	0
hsa-miR-4756-5p	0.00	hsa-mir-4756	0.00	0	0
hsa-miR-4756-3p	0.00	hsa-mir-4756	0.00	0	0
hsa-miR-4757-5p	0.00	hsa-mir-4757	0.00	0	0
hsa-miR-4757-3p	3.00	hsa-mir-4757	3.00	3.00	0.18
hsa-miR-4758-5p	0.00	hsa-mir-4758	0.00	0	0
hsa-miR-4758-3p	0.00	hsa-mir-4758	0.00	0	0
hsa-miR-4759	0.00	hsa-mir-4759	0.00	0	0
hsa-miR-4760-5p	0.00	hsa-mir-4760	0.00	0	0
hsa-miR-4760-3p	0.00	hsa-mir-4760	0.00	0	0
hsa-miR-4761-5p	0.00	hsa-mir-4761	0.00	0	0
hsa-miR-4761-3p	6.00	hsa-mir-4761	6.00	6.00	0.37
hsa-miR-4762-5p	4.00	hsa-mir-4762	4.00	4.00	0.24
hsa-miR-4762-3p	0.00	hsa-mir-4762	0.00	0	0
hsa-miR-4763-5p	0.00	hsa-mir-4763	0.00	0	0
hsa-miR-4763-3p	0.00	hsa-mir-4763	0.00	0	0
hsa-miR-4764-5p	0.00	hsa-mir-4764	0.00	0	0
hsa-miR-4764-3p	0.00	hsa-mir-4764	0.00	0	0
hsa-miR-4765	2.00	hsa-mir-4765	2.00	2.00	0.12
hsa-miR-4766-5p	1.00	hsa-mir-4766	1.00	1.00	0.06
hsa-miR-4766-3p	10.00	hsa-mir-4766	10.00	10.00	0.61
hsa-miR-4767	0.00	hsa-mir-4767	0.00	0	0
hsa-miR-4768-5p	7.00	hsa-mir-4768	7.00	7.00	0.43
hsa-miR-4768-3p	0.00	hsa-mir-4768	0.00	0	0
hsa-miR-4769-5p	2.00	hsa-mir-4769	2.00	2.00	0.12
hsa-miR-4769-3p	1.00	hsa-mir-4769	1.00	1.00	0.06
hsa-miR-4770	0.00	hsa-mir-4770	0.00	0	0
hsa-miR-4771	0.00	hsa-mir-4771-1	0.00	0	0
hsa-miR-4771	0.00	hsa-mir-4771-2	0.00	0	0
hsa-miR-4772-5p	0.00	hsa-mir-4772	0.00	0	0
hsa-miR-4772-3p	0.00	hsa-mir-4772	0.00	0	0
hsa-miR-4773	0.00	hsa-mir-4773-1	0.00	0	0
hsa-miR-4773	0.00	hsa-mir-4773-2	0.00	0	0
hsa-miR-4774-5p	0.00	hsa-mir-4774	0.00	0	0
hsa-miR-4774-3p	0.00	hsa-mir-4774	0.00	0	0
hsa-miR-4775	412.00	hsa-mir-4775	412.00	412.00	25.13
hsa-miR-4776-5p	1.00	hsa-mir-4776-1	1.00	1.00	0.06
hsa-miR-4776-3p	0.00	hsa-mir-4776-1	0.00	0	0
hsa-miR-4776-5p	1.00	hsa-mir-4776-2	1.00	1.00	0.06
hsa-miR-4776-3p	0.00	hsa-mir-4776-2	0.00	0	0
hsa-miR-4777-5p	0.00	hsa-mir-4777	0.00	0	0
hsa-miR-4777-3p	0.00	hsa-mir-4777	0.00	0	0
hsa-miR-4778-5p	0.00	hsa-mir-4778	0.00	0	0
hsa-miR-4778-3p	0.00	hsa-mir-4778	0.00	0	0
hsa-miR-4779	0.00	hsa-mir-4779	0.00	0	0
hsa-miR-4780	11.00	hsa-mir-4780	11.00	11.00	0.67
hsa-miR-4781-5p	0.00	hsa-mir-4781	0.00	0	0
hsa-miR-4781-3p	0.00	hsa-mir-4781	0.00	0	0
hsa-miR-4782-5p	0.00	hsa-mir-4782	0.00	0	0
hsa-miR-4782-3p	0.00	hsa-mir-4782	0.00	0	0
hsa-miR-4783-5p	0.00	hsa-mir-4783	0.00	0	0
hsa-miR-4783-3p	4.00	hsa-mir-4783	4.00	4.00	0.24
hsa-miR-4784	1.00	hsa-mir-4784	1.00	1.00	0.06
hsa-miR-4785	6.00	hsa-mir-4785	6.00	6.00	0.37
hsa-miR-4786-5p	31.00	hsa-mir-4786	31.00	31.00	1.89
hsa-miR-4786-3p	0.00	hsa-mir-4786	0.00	0	0
hsa-miR-4787-5p	0.00	hsa-mir-4787	0.00	0	0
hsa-miR-4787-3p	2.00	hsa-mir-4787	2.00	2.00	0.12
hsa-miR-4788	0.00	hsa-mir-4788	0.00	0	0
hsa-miR-4789-5p	0.00	hsa-mir-4789	0.00	0	0
hsa-miR-4789-3p	0.00	hsa-mir-4789	0.00	0	0
hsa-miR-4790-5p	0.00	hsa-mir-4790	0.00	0	0
hsa-miR-4790-3p	0.00	hsa-mir-4790	0.00	0	0
hsa-miR-4791	1.00	hsa-mir-4791	1.00	1.00	0.06
hsa-miR-4793-5p	0.00	hsa-mir-4793	0.00	0	0
hsa-miR-4793-3p	2.00	hsa-mir-4793	2.00	2.00	0.12
hsa-miR-4794	4.00	hsa-mir-4794	4.00	4.00	0.24
hsa-miR-4795-5p	0.00	hsa-mir-4795	0.00	0	0
hsa-miR-4795-3p	0.00	hsa-mir-4795	0.00	0	0
hsa-miR-4796-5p	0.00	hsa-mir-4796	0.00	0	0
hsa-miR-4796-3p	2.00	hsa-mir-4796	2.00	2.00	0.12
hsa-miR-4797-5p	3.00	hsa-mir-4797	3.00	3.00	0.18
hsa-miR-4797-3p	11.00	hsa-mir-4797	11.00	11.00	0.67
hsa-miR-4798-5p	1.00	hsa-mir-4798	1.00	1.00	0.06
hsa-miR-4798-3p	0.00	hsa-mir-4798	0.00	0	0
hsa-miR-4799-5p	0.00	hsa-mir-4799	0.00	0	0
hsa-miR-4799-3p	0.00	hsa-mir-4799	0.00	0	0
hsa-miR-4800-5p	0.00	hsa-mir-4800	0.00	0	0
hsa-miR-4800-3p	1.00	hsa-mir-4800	1.00	1.00	0.06
hsa-miR-4801	0.00	hsa-mir-4801	0.00	0	0
hsa-miR-4802-5p	0.00	hsa-mir-4802	0.00	0	0
hsa-miR-4802-3p	0.00	hsa-mir-4802	0.00	0	0
hsa-miR-4803	1.00	hsa-mir-4803	1.00	1.00	0.06
hsa-miR-4804-5p	12.00	hsa-mir-4804	12.00	12.00	0.73
hsa-miR-4804-3p	1.00	hsa-mir-4804	1.00	1.00	0.06
hsa-miR-483-5p	0.00	hsa-mir-483	0.00	0	0
hsa-miR-483-3p	0.00	hsa-mir-483	0.00	0	0
hsa-miR-484	7150.00	hsa-mir-484	7150.00	7150.00	436.09
hsa-miR-485-5p	6.00	hsa-mir-485	6.00	6.00	0.37
hsa-miR-485-3p	1.00	hsa-mir-485	1.00	1.00	0.06
hsa-miR-486-5p	3107.00	hsa-mir-486-1	3107.00	3107.00	189.50
hsa-miR-486-3p	14.00	hsa-mir-486-1	14.00	14.00	0.85
hsa-miR-486-5p	3103.00	hsa-mir-486-2	3103.00	3103.00	189.26
hsa-miR-486-3p	13.00	hsa-mir-486-2	13.00	13.00	0.79
hsa-miR-487a-5p	0.00	hsa-mir-487a	0.00	0	0
hsa-miR-487a-3p	5.00	hsa-mir-487a	5.00	5.00	0.30
hsa-miR-487b-5p	0.00	hsa-mir-487b	0.00	0	0
hsa-miR-487b-3p	15.00	hsa-mir-487b	15.00	15.00	0.91
hsa-miR-488-5p	38.00	hsa-mir-488	38.00	38.00	2.32
hsa-miR-488-3p	135.00	hsa-mir-488	135.00	135.00	8.23
hsa-miR-489-5p	0.00	hsa-mir-489	0.00	0	0
hsa-miR-489-3p	13.00	hsa-mir-489	13.00	13.00	0.79
hsa-miR-490-5p	0.00	hsa-mir-490	0.00	0	0
hsa-miR-490-3p	9.00	hsa-mir-490	9.00	9.00	0.55
hsa-miR-491-5p	13.00	hsa-mir-491	13.00	13.00	0.79
hsa-miR-491-3p	13.00	hsa-mir-491	13.00	13.00	0.79
hsa-miR-492	0.00	hsa-mir-492	0.00	0	0
hsa-miR-493-5p	0.00	hsa-mir-493	0.00	0	0
hsa-miR-493-3p	0.00	hsa-mir-493	0.00	0	0
hsa-miR-494-5p	0.00	hsa-mir-494	0.00	0	0
hsa-miR-494-3p	9.00	hsa-mir-494	9.00	9.00	0.55
hsa-miR-495-5p	0.00	hsa-mir-495	0.00	0	0
hsa-miR-495-3p	8.00	hsa-mir-495	8.00	8.00	0.49
hsa-miR-496	4.00	hsa-mir-496	4.00	4.00	0.24
hsa-miR-497-5p	328.00	hsa-mir-497	328.00	328.00	20.01
hsa-miR-497-3p	1.00	hsa-mir-497	1.00	1.00	0.06
hsa-miR-498-5p	0.00	hsa-mir-498	0.00	0	0
hsa-miR-498-3p	0.00	hsa-mir-498	0.00	0	0
hsa-miR-4999-5p	7.00	hsa-mir-4999	7.00	7.00	0.43
hsa-miR-4999-3p	0.00	hsa-mir-4999	0.00	0	0
hsa-miR-499a-5p	15.00	hsa-mir-499a	15.00	15.00	0.91
hsa-miR-499a-3p	0.00	hsa-mir-499a	0.00	0	0
hsa-miR-499b-5p	0.00	hsa-mir-499b	0.00	0	0
hsa-miR-499b-3p	0.00	hsa-mir-499b	0.00	0	0
hsa-miR-5000-5p	5.00	hsa-mir-5000	5.00	5.00	0.30
hsa-miR-5000-3p	105.00	hsa-mir-5000	105.00	105.00	6.40
hsa-miR-5001-5p	7.00	hsa-mir-5001	7.00	7.00	0.43
hsa-miR-5001-3p	42.00	hsa-mir-5001	42.00	42.00	2.56
hsa-miR-5002-5p	7.00	hsa-mir-5002	7.00	7.00	0.43
hsa-miR-5002-3p	0.00	hsa-mir-5002	0.00	0	0
hsa-miR-5003-5p	0.00	hsa-mir-5003	0.00	0	0
hsa-miR-5003-3p	0.00	hsa-mir-5003	0.00	0	0
hsa-miR-5004-5p	0.00	hsa-mir-5004	0.00	0	0
hsa-miR-5004-3p	0.00	hsa-mir-5004	0.00	0	0
hsa-miR-5006-5p	0.00	hsa-mir-5006	0.00	0	0
hsa-miR-5006-3p	9.00	hsa-mir-5006	9.00	9.00	0.55
hsa-miR-5007-5p	0.00	hsa-mir-5007	0.00	0	0
hsa-miR-5007-3p	1.00	hsa-mir-5007	1.00	1.00	0.06
hsa-miR-5008-5p	1.00	hsa-mir-5008	1.00	1.00	0.06
hsa-miR-5008-3p	8.00	hsa-mir-5008	8.00	8.00	0.49
hsa-miR-5009-5p	4.00	hsa-mir-5009	4.00	4.00	0.24
hsa-miR-5009-3p	2.00	hsa-mir-5009	2.00	2.00	0.12
hsa-miR-500a-5p	213.00	hsa-mir-500a	213.00	213.00	12.99
hsa-miR-500a-3p	8429.00	hsa-mir-500a	8429.00	8429.00	514.10
hsa-miR-500b-5p	170.00	hsa-mir-500a	170.00	170.00	10.37
hsa-miR-500a-5p	213.00	hsa-mir-500b	213.00	213.00	12.99
hsa-miR-500b-5p	170.00	hsa-mir-500b	170.00	170.00	10.37
hsa-miR-500b-3p	11.00	hsa-mir-500b	11.00	11.00	0.67
hsa-miR-501-5p	123.00	hsa-mir-501	123.00	123.00	7.50
hsa-miR-501-3p	5106.00	hsa-mir-501	5106.00	5106.00	311.43
hsa-miR-5010-5p	12.00	hsa-mir-5010	12.00	12.00	0.73
hsa-miR-5010-3p	27.00	hsa-mir-5010	27.00	27.00	1.65
hsa-miR-5011-5p	0.00	hsa-mir-5011	0.00	0	0
hsa-miR-5011-3p	2.00	hsa-mir-5011	2.00	2.00	0.12
hsa-miR-502-5p	89.00	hsa-mir-502	89.00	89.00	5.43
hsa-miR-502-3p	3047.00	hsa-mir-502	3047.00	3047.00	185.84
hsa-miR-503-5p	169.00	hsa-mir-503	169.00	169.00	10.31
hsa-miR-503-3p	20.00	hsa-mir-503	20.00	20.00	1.22
hsa-miR-504-5p	125.00	hsa-mir-504	125.00	125.00	7.62
hsa-miR-504-3p	4.00	hsa-mir-504	4.00	4.00	0.24
hsa-miR-5047	0.00	hsa-mir-5047	0.00	0	0
hsa-miR-505-5p	40.00	hsa-mir-505	40.00	40.00	2.44
hsa-miR-505-3p	468.00	hsa-mir-505	468.00	468.00	28.54
hsa-miR-506-5p	14.00	hsa-mir-506	14.00	14.00	0.85
hsa-miR-506-3p	273.00	hsa-mir-506	273.00	273.00	16.65
hsa-miR-507	5.00	hsa-mir-507	5.00	5.00	0.30
hsa-miR-508-5p	200.00	hsa-mir-508	200.00	200.00	12.20
hsa-miR-508-3p	1469.00	hsa-mir-508	1469.00	1469.00	89.60
hsa-miR-5087	1.00	hsa-mir-5087	1.00	1.00	0.06
hsa-miR-5088-5p	2.00	hsa-mir-5088	2.00	2.00	0.12
hsa-miR-5088-3p	3.00	hsa-mir-5088	3.00	3.00	0.18
hsa-miR-5089-5p	1.00	hsa-mir-5089	1.00	1.00	0.06
hsa-miR-5089-3p	2.00	hsa-mir-5089	2.00	2.00	0.12
hsa-miR-509-5p	253.00	hsa-mir-509-1	253.00	253.00	15.43
hsa-miR-509-3p	4551.00	hsa-mir-509-1	4551.00	4551.00	277.58
hsa-miR-509-5p	253.00	hsa-mir-509-2	253.00	253.00	15.43
hsa-miR-509-3p	4551.00	hsa-mir-509-2	4551.00	4551.00	277.58
hsa-miR-509-3p	4551.00	hsa-mir-509-3	4551.00	4551.00	277.58
hsa-miR-509-3-5p	282.00	hsa-mir-509-3	282.00	282.00	17.20
hsa-miR-5090	5.00	hsa-mir-5090	5.00	5.00	0.30
hsa-miR-5091	11.00	hsa-mir-5091	11.00	11.00	0.67
hsa-miR-5092	0.00	hsa-mir-5092	0.00	0	0
hsa-miR-5093	0.00	hsa-mir-5093	0.00	0	0
hsa-miR-5094	141.00	hsa-mir-5094	141.00	141.00	8.60
hsa-miR-510-5p	31.00	hsa-mir-510	31.00	31.00	1.89
hsa-miR-510-3p	13.00	hsa-mir-510	13.00	13.00	0.79
hsa-miR-5100	92.00	hsa-mir-5100	92.00	92.00	5.61
hsa-miR-511-5p	0.00	hsa-mir-511	0.00	0	0
hsa-miR-511-3p	0.00	hsa-mir-511	0.00	0	0
hsa-miR-512-5p	0.00	hsa-mir-512-1	0.00	0	0
hsa-miR-512-3p	22.00	hsa-mir-512-1	22.00	22.00	1.34
hsa-miR-512-5p	0.00	hsa-mir-512-2	0.00	0	0
hsa-miR-512-3p	22.00	hsa-mir-512-2	22.00	22.00	1.34
hsa-miR-513a-5p	210.00	hsa-mir-513a-1	210.00	210.00	12.81
hsa-miR-513a-3p	11.00	hsa-mir-513a-1	11.00	11.00	0.67
hsa-miR-513a-5p	210.00	hsa-mir-513a-2	210.00	210.00	12.81
hsa-miR-513a-3p	11.00	hsa-mir-513a-2	11.00	11.00	0.67
hsa-miR-513b-5p	87.00	hsa-mir-513b	87.00	87.00	5.31
hsa-miR-513b-3p	2.00	hsa-mir-513b	2.00	2.00	0.12
hsa-miR-513c-5p	161.00	hsa-mir-513c	161.00	161.00	9.82
hsa-miR-513c-3p	11.00	hsa-mir-513c	11.00	11.00	0.67
hsa-miR-514a-5p	101.00	hsa-mir-514a-1	101.00	101.00	6.16
hsa-miR-514a-3p	1423.00	hsa-mir-514a-1	1423.00	1423.00	86.79
hsa-miR-514a-5p	101.00	hsa-mir-514a-2	101.00	101.00	6.16
hsa-miR-514a-3p	1423.00	hsa-mir-514a-2	1423.00	1423.00	86.79
hsa-miR-514a-5p	101.00	hsa-mir-514a-3	101.00	101.00	6.16
hsa-miR-514a-3p	1423.00	hsa-mir-514a-3	1423.00	1423.00	86.79
hsa-miR-514b-5p	17.00	hsa-mir-514b	17.00	17.00	1.04
hsa-miR-514b-3p	10.00	hsa-mir-514b	10.00	10.00	0.61
hsa-miR-515-5p	9.00	hsa-mir-515-1	9.00	9.00	0.55
hsa-miR-515-3p	1.00	hsa-mir-515-1	1.00	1.00	0.06
hsa-miR-515-5p	9.00	hsa-mir-515-2	9.00	9.00	0.55
hsa-miR-515-3p	1.00	hsa-mir-515-2	1.00	1.00	0.06
hsa-miR-516b-3p	0.00	hsa-mir-516a-1	0.00	0	0
hsa-miR-516a-5p	37.00	hsa-mir-516a-1	37.00	37.00	2.26
hsa-miR-516a-3p	0.00	hsa-mir-516a-1	0.00	0	0
hsa-miR-516b-3p	0.00	hsa-mir-516a-2	0.00	0	0
hsa-miR-516a-5p	37.00	hsa-mir-516a-2	37.00	37.00	2.26
hsa-miR-516a-3p	0.00	hsa-mir-516a-2	0.00	0	0
hsa-miR-516b-5p	17.00	hsa-mir-516b-1	17.00	17.00	1.04
hsa-miR-516b-3p	0.00	hsa-mir-516b-1	0.00	0	0
hsa-miR-516a-3p	0.00	hsa-mir-516b-1	0.00	0	0
hsa-miR-516b-5p	3.00	hsa-mir-516b-2	3.00	3.00	0.18
hsa-miR-516b-3p	0.00	hsa-mir-516b-2	0.00	0	0
hsa-miR-516a-3p	0.00	hsa-mir-516b-2	0.00	0	0
hsa-miR-517-5p	2.00	hsa-mir-517a	2.00	2.00	0.12
hsa-miR-517a-3p	3.00	hsa-mir-517a	3.00	3.00	0.18
hsa-miR-517b-3p	3.00	hsa-mir-517a	3.00	3.00	0.18
hsa-miR-517-5p	2.00	hsa-mir-517b	2.00	2.00	0.12
hsa-miR-517a-3p	3.00	hsa-mir-517b	3.00	3.00	0.18
hsa-miR-517b-3p	3.00	hsa-mir-517b	3.00	3.00	0.18
hsa-miR-517-5p	2.00	hsa-mir-517c	2.00	2.00	0.12
hsa-miR-517c-3p	0.00	hsa-mir-517c	0.00	0	0
hsa-miR-5186	0.00	hsa-mir-5186	0.00	0	0
hsa-miR-5187-5p	3.00	hsa-mir-5187	3.00	3.00	0.18
hsa-miR-5187-3p	0.00	hsa-mir-5187	0.00	0	0
hsa-miR-5188	4.00	hsa-mir-5188	4.00	4.00	0.24
hsa-miR-5189-5p	2.00	hsa-mir-5189	2.00	2.00	0.12
hsa-miR-5189-3p	2.00	hsa-mir-5189	2.00	2.00	0.12
hsa-miR-518a-5p	0.00	hsa-mir-518a-1	0.00	0	0
hsa-miR-518a-3p	1.00	hsa-mir-518a-1	1.00	1.00	0.06
hsa-miR-527	0.00	hsa-mir-518a-1	0.00	0	0
hsa-miR-518a-5p	0.00	hsa-mir-518a-2	0.00	0	0
hsa-miR-518a-3p	1.00	hsa-mir-518a-2	1.00	1.00	0.06
hsa-miR-527	0.00	hsa-mir-518a-2	0.00	0	0
hsa-miR-518b	5.00	hsa-mir-518b	5.00	5.00	0.30
hsa-miR-518c-5p	0.00	hsa-mir-518c	0.00	0	0
hsa-miR-518c-3p	3.00	hsa-mir-518c	3.00	3.00	0.18
hsa-miR-526a-5p	0.00	hsa-mir-518d	0.00	0	0
hsa-miR-520c-5p	0.00	hsa-mir-518d	0.00	0	0
hsa-miR-518d-5p	0.00	hsa-mir-518d	0.00	0	0
hsa-miR-518d-3p	2.00	hsa-mir-518d	2.00	2.00	0.12
hsa-miR-519c-5p	0.00	hsa-mir-518e	0.00	0	0
hsa-miR-519b-5p	0.00	hsa-mir-518e	0.00	0	0
hsa-miR-523-5p	0.00	hsa-mir-518e	0.00	0	0
hsa-miR-518e-5p	0.00	hsa-mir-518e	0.00	0	0
hsa-miR-518e-3p	0.00	hsa-mir-518e	0.00	0	0
hsa-miR-522-5p	0.00	hsa-mir-518e	0.00	0	0
hsa-miR-519a-5p	0.00	hsa-mir-518e	0.00	0	0
hsa-miR-518f-5p	0.00	hsa-mir-518f	0.00	0	0
hsa-miR-518f-3p	0.00	hsa-mir-518f	0.00	0	0
hsa-miR-5190	0.00	hsa-mir-5190	0.00	0	0
hsa-miR-5191	3.00	hsa-mir-5191	3.00	3.00	0.18
hsa-miR-5192	0.00	hsa-mir-5192	0.00	0	0
hsa-miR-5193	0.00	hsa-mir-5193	0.00	0	0
hsa-miR-5194	0.00	hsa-mir-5194	0.00	0	0
hsa-miR-5195-5p	0.00	hsa-mir-5195	0.00	0	0
hsa-miR-5195-3p	0.00	hsa-mir-5195	0.00	0	0
hsa-miR-5196-5p	0.00	hsa-mir-5196	0.00	0	0
hsa-miR-5196-3p	1.00	hsa-mir-5196	1.00	1.00	0.06
hsa-miR-5197-5p	0.00	hsa-mir-5197	0.00	0	0
hsa-miR-5197-3p	0.00	hsa-mir-5197	0.00	0	0
hsa-miR-519c-5p	6.00	hsa-mir-519a-1	6.00	6.00	0.37
hsa-miR-519b-5p	6.00	hsa-mir-519a-1	6.00	6.00	0.37
hsa-miR-523-5p	6.00	hsa-mir-519a-1	6.00	6.00	0.37
hsa-miR-518e-5p	6.00	hsa-mir-519a-1	6.00	6.00	0.37
hsa-miR-522-5p	6.00	hsa-mir-519a-1	6.00	6.00	0.37
hsa-miR-519a-5p	6.00	hsa-mir-519a-1	6.00	6.00	0.37
hsa-miR-519a-3p	8.00	hsa-mir-519a-1	8.00	8.00	0.49
hsa-miR-520b-5p	4.00	hsa-mir-519a-2	4.00	4.00	0.24
hsa-miR-519a-3p	8.00	hsa-mir-519a-2	8.00	8.00	0.49
hsa-miR-519a-2-5p	4.00	hsa-mir-519a-2	4.00	4.00	0.24
hsa-miR-519c-5p	0.00	hsa-mir-519b	0.00	0	0
hsa-miR-519b-5p	0.00	hsa-mir-519b	0.00	0	0
hsa-miR-519b-3p	1.00	hsa-mir-519b	1.00	1.00	0.06
hsa-miR-523-5p	0.00	hsa-mir-519b	0.00	0	0
hsa-miR-518e-5p	0.00	hsa-mir-519b	0.00	0	0
hsa-miR-522-5p	0.00	hsa-mir-519b	0.00	0	0
hsa-miR-519a-5p	0.00	hsa-mir-519b	0.00	0	0
hsa-miR-519c-5p	0.00	hsa-mir-519c	0.00	0	0
hsa-miR-519c-3p	6.00	hsa-mir-519c	6.00	6.00	0.37
hsa-miR-519b-5p	0.00	hsa-mir-519c	0.00	0	0
hsa-miR-523-5p	0.00	hsa-mir-519c	0.00	0	0
hsa-miR-518e-5p	0.00	hsa-mir-519c	0.00	0	0
hsa-miR-522-5p	0.00	hsa-mir-519c	0.00	0	0
hsa-miR-519a-5p	0.00	hsa-mir-519c	0.00	0	0
hsa-miR-519d-5p	0.00	hsa-mir-519d	0.00	0	0
hsa-miR-519d-3p	1.00	hsa-mir-519d	1.00	1.00	0.06
hsa-miR-519e-5p	0.00	hsa-mir-519e	0.00	0	0
hsa-miR-519e-3p	0.00	hsa-mir-519e	0.00	0	0
hsa-miR-520a-5p	0.00	hsa-mir-520a	0.00	0	0
hsa-miR-520a-3p	1.00	hsa-mir-520a	1.00	1.00	0.06
hsa-miR-520b-5p	4.00	hsa-mir-520b	4.00	4.00	0.24
hsa-miR-520b-3p	6.00	hsa-mir-520b	6.00	6.00	0.37
hsa-miR-519a-2-5p	4.00	hsa-mir-520b	4.00	4.00	0.24
hsa-miR-520f-3p	6.00	hsa-mir-520c	6.00	6.00	0.37
hsa-miR-520b-3p	6.00	hsa-mir-520c	6.00	6.00	0.37
hsa-miR-526a-5p	0.00	hsa-mir-520c	0.00	0	0
hsa-miR-520c-5p	0.00	hsa-mir-520c	0.00	0	0
hsa-miR-520c-3p	6.00	hsa-mir-520c	6.00	6.00	0.37
hsa-miR-518d-5p	0.00	hsa-mir-520c	0.00	0	0
hsa-miR-520d-5p	3.00	hsa-mir-520d	3.00	3.00	0.18
hsa-miR-520d-3p	0.00	hsa-mir-520d	0.00	0	0
hsa-miR-520e-5p	0.00	hsa-mir-520e	0.00	0	0
hsa-miR-520e-3p	0.00	hsa-mir-520e	0.00	0	0
hsa-miR-520f-5p	0.00	hsa-mir-520f	0.00	0	0
hsa-miR-520f-3p	2.00	hsa-mir-520f	2.00	2.00	0.12
hsa-miR-520g-5p	0.00	hsa-mir-520g	0.00	0	0
hsa-miR-520g-3p	3.00	hsa-mir-520g	3.00	3.00	0.18
hsa-miR-520h	3.00	hsa-mir-520g	3.00	3.00	0.18
hsa-miR-520g-5p	0.00	hsa-mir-520h	0.00	0	0
hsa-miR-520h	1.00	hsa-mir-520h	1.00	1.00	0.06
hsa-miR-521	0.00	hsa-mir-521-1	0.00	0	0
hsa-miR-521	0.00	hsa-mir-521-2	0.00	0	0
hsa-miR-519c-5p	0.00	hsa-mir-522	0.00	0	0
hsa-miR-519b-5p	0.00	hsa-mir-522	0.00	0	0
hsa-miR-523-5p	0.00	hsa-mir-522	0.00	0	0
hsa-miR-518e-5p	0.00	hsa-mir-522	0.00	0	0
hsa-miR-522-5p	0.00	hsa-mir-522	0.00	0	0
hsa-miR-522-3p	7.00	hsa-mir-522	7.00	7.00	0.43
hsa-miR-519a-5p	0.00	hsa-mir-522	0.00	0	0
